Predicted,Actual
0.6380999999999999,0.521
2.4627000000000003,2.753
2.3085,2.302
0.8996000000000001,0.878
2.7090020000000004,1.922
4.702802,4.728
1.6339000000000001,1.707
0.7041000000000001,0.604
2.1665,2.091
1.5388999999999997,1.418
2.777499999999999,2.868
1.3957,1.305
3.2959007692307694,2.9
3.3325000000000005,3.405
1.0534,0.973
3.0427,3.07
0.9587,0.763
2.5675,2.6
2.4849,2.183
0.5675,0.475
2.3223000000000003,2.742
1.6792000000000002,1.625
3.9260999999999995,4.833
0.6312,0.606
3.5125010000000003,3.5
5.000009999999994,5.00001
1.0231,0.995
0.8557,0.748
0.9274000000000001,0.944
2.4396999999999993,1.81
2.2007,2.252
1.2353000000000003,1.114
1.5646,1.381
1.6057999999999997,1.594
3.7833009999999994,3.949
1.8450000000000002,1.75
4.435405,5.00001
0.6594000000000001,0.599
2.5459000000000005,2.207
1.5288,1.443
2.2728,2.442
1.3965000000000003,1.588
0.4619,0.437
1.1596999999999997,1.052
3.6815000000000007,3.895
1.1780000000000002,1.198
1.5485000000000002,1.711
1.4583,1.458
3.5734999999999992,4.019
2.0385,2.141
4.072,4.763
1.2986,0.953
3.3764000000000003,3.902
3.1177,2.923
1.8772000000000002,1.665
4.702907000000001,5.00001
0.8747999999999999,0.683
2.7856,2.676
1.0846,1.032
2.9556000000000004,2.49
1.2215000000000003,1.125
1.0858,0.861
3.5144010000000003,3.294
1.5569000000000002,1.938
0.9420999999999999,0.934
1.65,1.404
1.8471999999999997,1.871
1.7573,1.583
2.5545,2.55
1.9317999999999997,1.815
5.000009999999993,5.00001
2.4515000000000002,2.444
0.8667000000000001,0.875
2.3059,2.475
2.953,3.115
1.2697999999999998,1.26
1.6376000000000002,1.707
1.517,1.529
1.7620999999999998,1.549
1.9317,1.923
3.7429,3.821
1.2906999999999997,1.408
0.6029999999999999,0.568
3.5983000000000005,3.658
2.4805010000000003,2.173
3.174301,2.881
2.2189000000000005,2.236
1.8843,1.92
1.9925000000000002,1.91
2.7306,2.531
2.8697000000000004,2.802
2.9994000000000005,3.087
2.1483999999999996,2.2
1.5429,1.558
2.2750999999999997,2.33
2.2204,1.885
2.1559,2.269
3.1663999999999994,3.333
3.402506,5.00001
0.889,0.889
3.5266999999999995,3.445
0.7377999999999998,0.738
2.9775000000000005,2.972
2.3628,2.23
1.9334000000000002,1.987
1.6518000000000002,1.523
0.9089,0.875
2.2855000000000003,2.143
1.159,1.19
0.5366,0.488
2.8600009999999996,2.875
4.868904638888889,4.667
3.7063,4.051
2.6636999999999995,2.61
1.6702000000000001,1.774
0.9644999999999999,1.014
1.2958,1.333
1.1663000000000001,1.207
2.2213000000000003,2.016
1.1144000000000003,1.108
0.6319000000000001,0.637
1.5957000000000003,1.576
2.4103000000000003,2.667
2.4805,2.463
1.4284,1.258
0.9884999999999998,1.031
4.054402,3.813
1.3695000000000002,1.387
2.1536999999999997,2.041
1.5378,1.375
1.6782,1.648
5.000009999999996,5.00001
2.5902000000000003,2.427
2.0355,2.109
3.117,2.761
1.9866999999999997,1.906
3.3829000000000002,3.726
3.7970009999999994,3.508
1.1160999999999999,0.948
1.5712,1.625
3.4916000000000005,3.768
1.5760999999999996,1.601
0.7395999999999999,0.654
0.9832000000000001,0.842
1.5366,1.683
1.9311,1.967
3.7506999999999997,3.831
2.9192,2.945
1.2727999999999997,1.043
1.2116,1.0
2.7074000000000003,2.573
1.7308,1.656
3.7171999999999996,3.683
0.4997,0.48
1.58,1.688
2.8552,2.321
0.8791,0.906
1.4646000000000001,1.475
2.6323,2.663
3.265999999999999,3.266
1.9212000000000002,1.844
1.6797,1.645
1.0192999999999999,0.808
0.6418999999999999,0.44
1.746,1.76
2.1773999999999996,2.182
1.6136,1.597
2.3235,2.313
1.4445000000000001,1.282
2.7083000000000004,3.5
0.7486999999999999,0.792
4.700806783333333,5.00001
1.6906000000000003,1.733
1.6076000000000001,1.62
1.5164,1.125
5.000009999999993,5.00001
0.9700000000000001,0.974
1.5329000000000002,1.114
1.235,1.272
1.8978000000000002,1.818
0.7299999999999999,0.741
3.383501,3.339
2.6209,2.188
2.5534999999999997,2.432
1.0382000000000002,0.965
0.9824000000000002,0.909
3.2826999999999997,3.429
4.622502,4.676
2.0119,1.721
1.4856000000000003,1.516
0.8518000000000001,0.897
3.1424999999999996,3.12
0.7144999999999999,0.584
2.9057999999999997,3.089
2.9875,2.875
0.7473,0.758
1.4475000000000002,1.445
2.674,2.674
2.5918,2.956
0.8112,0.672
2.4707999999999997,2.587
1.0414999999999999,1.031
1.4202,1.349
2.4476,2.583
1.5318,1.297
3.3341000000000007,3.359
1.3709,1.375
2.0185,2.017
3.2613999999999996,3.264
1.4482000000000002,1.345
1.7454000000000005,1.832
1.2731999999999999,1.3
1.0742,1.035
1.8780000000000001,1.955
2.0654,1.809
3.8890059999999993,5.00001
4.4131,4.73
2.6766010000000002,2.122
3.2584010000000005,2.914
1.2924,1.347
1.5856999999999997,1.636
2.7047999999999996,2.395
0.7967,0.739
4.308701000000001,4.853
5.000009999999993,5.00001
1.7961000000000003,1.909
1.5977999999999994,1.63
4.8520010000000005,4.92
1.5284,1.617
1.9899,2.25
4.816802,4.771
2.0911,2.229
5.000009999999997,5.00001
2.8476999999999997,2.385
1.1039999999999999,0.946
1.0257999999999998,1.011
1.5076,1.625
3.0,3.0
0.7886,0.887
4.366001000000001,4.578
5.0000100000000005,5.00001
1.0401,1.03
3.2893999999999997,3.708
1.7054000000000002,1.232
1.8817,1.831
2.4729,2.487
2.6223,2.631
1.1991,1.227
4.678108,5.00001
2.2737,2.381
2.3667000000000002,1.826
4.770006,5.00001
2.7689999999999992,2.51
2.4055,2.621
5.000009999999992,5.00001
1.793,2.125
1.5210000000000001,1.521
3.406399999999999,3.506
2.2253,2.125
1.5495,1.255
1.2071999999999998,1.181
1.4592000000000003,1.556
1.064,0.986
2.1699,1.773
1.1428,0.675
0.6236,0.684
0.8128,0.688
1.5864999999999998,1.61
1.5980999999999999,1.584
2.6927999999999996,2.625
1.4891999999999999,1.481
0.8131999999999999,0.816
3.156,3.295
1.7037000000000002,1.656
0.7453000000000001,0.73
2.6563,2.925
1.4602,1.327
1.3936000000000004,1.326
2.0741000000000005,1.877
3.2533000000000003,4.139
3.4058,3.659
2.0417,2.25
1.7154,1.594
0.9380000000000001,0.945
1.3770999999999998,1.341
1.4001,1.238
1.6147000000000002,1.667
0.8553000000000001,0.839
1.5139999999999998,1.444
0.9372999999999999,1.0
4.764002,4.705
1.4242999999999997,1.264
2.8065000000000007,2.542
1.1139,1.014
1.3030000000000002,1.625
1.4128999999999998,1.565
0.8963999999999999,0.9
1.5319999999999998,1.559
0.8614999999999998,0.758
1.0817999999999999,1.133
0.5751,0.494
2.8756,1.375
1.8564,1.89
2.1322,2.084
3.8947000000000003,4.5
1.0984,1.167
0.7988999999999999,0.863
4.648706708333333,5.00001
0.6884999999999999,0.576
4.162902000000001,4.417
1.565,1.515
1.5702,1.713
1.75,1.75
0.7408,0.4
2.0754,1.852
1.1843,1.188
3.2873000000000006,3.766
1.9169,2.063
1.8180999999999998,1.557
2.0273,1.945
2.7095999999999996,2.308
3.4838,3.691
0.5401,0.494
5.00001,5.00001
2.3731999999999998,2.324
2.349,1.879
1.9332999999999998,1.921
0.897,0.892
3.6810009999999997,3.59
2.302401,2.0
4.289103,4.156
0.9558,0.988
1.7777999999999998,1.955
2.0092000000000003,2.07
4.4513050000000005,5.00001
0.8482,0.75
3.079,2.905
3.5215999999999994,3.31
4.005000727272727,4.534
2.427,2.427
4.458601,4.96
2.2697000000000003,2.079
1.5230000000000001,1.531
1.5355999999999999,1.629
2.0888,1.946
1.0211000000000001,0.932
0.9907,0.927
0.8850999999999999,0.675
3.3535000000000013,3.359
2.9518999999999997,3.022
0.7339,0.638
2.5591999999999997,2.513
0.9093,0.864
2.5046,2.538
1.4925000000000002,1.323
2.3388,2.254
2.8038000000000003,3.0
2.6127000000000002,2.53
4.152099999999999,4.583
0.627,0.574
0.9916,0.95
1.4954,1.646
1.6581999999999997,1.661
5.0000099999999925,5.00001
1.7179000000000002,1.375
1.3297000000000003,1.348
2.5988999999999995,2.653
0.6383,0.594
0.7023999999999998,0.725
3.1415999999999995,3.397
1.0511,1.091
0.5945999999999999,0.579
1.4751000000000003,1.214
4.974609000000001,5.00001
2.4202,2.292
3.1095999999999995,3.209
1.7565000000000002,1.708
5.0000100000000005,5.00001
1.0896,1.106
1.4060000000000001,2.012
1.8505000000000003,1.719
1.4199000000000002,1.336
2.1988000000000003,2.314
1.5562,1.458
0.5961000000000001,0.508
2.6317,2.518
3.279701,2.75
1.4024,1.271
2.6345,2.992
1.2752000000000001,1.28
3.4862,3.431
0.9701999999999998,0.838
0.7710000000000001,0.723
0.7111,0.728
1.3355000000000001,1.535
1.1709,1.125
2.6046000000000005,2.62
1.1949,1.445
4.102901,4.0
2.8146000000000004,4.113
1.6443,1.533
1.1726999999999999,1.292
0.8158,0.875
5.000009999999992,5.00001
1.6544999999999999,1.76
2.9451,2.963
3.5444000000000004,3.846
2.8086,3.5
1.3720000000000003,1.396
0.7707,0.708
1.0621,1.0
0.7372,0.745
1.5637,1.484
1.7286000000000001,1.475
0.6351,0.609
2.6859,2.724
2.38,2.25
1.0679000000000003,1.07
2.3311,2.269
1.3277,1.313
1.7334999999999998,2.094
1.8135000000000001,1.776
2.265,2.271
2.5352,2.884
1.6472000000000002,1.586
3.7931999999999997,3.772
1.4130999999999996,1.334
0.6300999999999999,0.63
0.48819999999999997,0.4
4.176200000000001,4.2
1.9524000000000001,1.784
1.2633999999999999,1.276
1.1094999999999997,0.95
3.2402,3.312
3.7576030000000005,2.96
1.0298000000000003,0.96
1.0874,1.152
0.5471000000000001,0.506
2.0494999999999997,1.964
2.1542000000000003,2.427
1.3659999999999999,1.277
5.000009999999999,5.00001
4.564501000000002,4.984
1.1921,1.135
3.9223999999999988,3.885
3.2079999999999993,3.208
0.6204000000000001,0.61
1.5695000000000001,1.582
2.8257,2.846
1.5450000000000002,1.583
4.598606000000001,5.00001
1.381,1.301
2.0484,2.292
1.6419000000000001,1.625
1.4832,1.676
1.0006,0.832
3.0837000000000003,3.442
1.6056000000000001,1.602
2.5863999999999994,2.929
2.6927,2.695
2.8935,3.36
3.3698000000000006,3.289
1.8382999999999998,1.894
3.8061999999999996,3.881
3.1547000000000005,3.426
1.7125,1.674
1.4321000000000002,1.563
1.1099,1.016
0.8954000000000001,0.906
2.926402,1.625
1.6900000000000002,1.194
0.7402,0.697
1.8401000000000003,1.556
2.4984,2.636
0.8130000000000001,0.852
3.4791,3.458
2.1106000000000003,1.981
0.7997000000000002,0.775
2.4087000000000005,2.23
2.5269999999999997,2.438
0.6916000000000001,0.636
1.0082,1.125
4.098602666666666,3.781
2.2282,1.67
1.3523999999999998,1.625
2.206,2.206
1.5225,1.625
1.285,1.5
2.1012,2.167
0.9065999999999999,0.898
0.5437000000000001,0.551
3.2502000000000004,3.42
2.9554,2.762
0.9854999999999998,1.016
2.843801,2.364
2.634,2.628
1.341,1.297
5.000010000000001,5.00001
1.823,1.966
1.5127,1.494
3.8340009999999998,3.619
1.1998,1.083
3.5401,3.4
4.043699999999999,4.384
1.6476,1.603
1.1533,0.922
3.8373999999999997,3.964
1.2729,1.192
2.8424,2.895
1.9302000000000004,1.899
1.4228999999999998,1.372
2.445499999999999,2.638
1.6295000000000002,1.711
1.7281000000000002,1.611
0.5614999999999999,0.531
2.4214999999999995,1.921
0.9722,0.969
1.5391,1.527
1.8901999999999997,1.772
2.5712,2.132
1.7986999999999997,1.781
1.9945999999999997,1.891
2.9398000000000004,2.623
3.0003,2.625
0.8586999999999998,0.847
1.3763999999999998,1.335
1.9323000000000004,1.803
2.2155,2.125
0.6577999999999999,0.656
0.8516999999999999,0.809
2.5094000000000003,2.729
4.809005000000001,5.00001
4.0328,4.192
1.2639000000000002,1.316
1.7445,1.725
0.6578,0.67
1.1994000000000002,1.188
2.0987999999999998,2.09
3.2995000000000005,3.555
2.0052000000000003,2.018
1.3866,1.407
0.9451,0.88
1.9672999999999998,2.034
2.2947999999999995,2.389
0.7207999999999999,0.733
2.4057,2.331
3.0442,2.857
1.6480000000000001,1.339
2.6374,3.125
1.3725000000000003,1.525
1.805601,1.063
5.000009999999993,5.00001
2.642701,2.158
1.6003,1.577
0.6461,0.672
0.7473,0.76
2.5446,2.436
1.6611,1.666
2.5202,2.399
2.4283000000000006,2.722
2.366,1.839
1.3046000000000002,1.243
1.1739000000000002,1.082
2.2992,2.307
1.5346,1.294
3.7316010000000004,3.44
3.0976999999999997,2.833
1.3958999999999997,1.569
1.8176,1.625
1.7227999999999999,1.829
1.7784,1.875
2.9142,3.289
0.9432,0.923
2.9964,3.013
0.7909,0.74
1.3651999999999997,1.357
1.0372,0.982
0.8494000000000002,0.871
1.9497999999999998,1.83
2.1837999999999997,2.171
0.9872,0.978
4.636906000000001,5.00001
1.2086000000000001,1.237
4.038301,4.058
1.4483000000000001,1.413
1.7363,1.738
1.7298000000000002,1.5
0.8626999999999999,0.679
1.668,1.281
1.6987999999999999,1.671
2.1666000000000003,1.925
0.7878000000000001,0.668
1.0753000000000001,0.996
2.1395,2.103
2.1169000000000002,1.404
0.6782999999999999,0.6
4.3826,4.563
0.6843999999999999,0.691
1.0191000000000001,0.813
4.731807480672269,5.00001
4.401000999999999,4.188
4.227100000000002,4.352
2.5949999999999998,2.691
2.0742000000000003,1.984
5.000010000000001,5.00001
2.8465,3.131
2.6242000000000005,2.542
1.2027,1.364
1.4671999999999998,1.514
1.6803000000000001,1.672
1.5333,1.938
1.8649999999999998,1.934
1.7067,1.725
2.0656000000000003,1.813
0.9619,1.123
4.439002,4.371
1.6064,1.696
1.3251,1.458
0.9865999999999999,0.851
2.9803999999999995,3.086
1.6743999999999999,1.566
3.531100000000001,3.365
1.4258000000000002,1.426
1.0123000000000002,1.115
2.2826,2.603
2.6069,2.566
1.2228999999999999,1.283
1.4940000000000002,1.617
1.9698000000000004,2.059
1.9863,2.032
1.8982000000000003,1.742
0.9450999999999998,1.103
2.8322000000000003,2.917
2.7901999999999996,2.833
1.0604999999999998,0.95
1.6224,1.448
1.0685999999999998,1.042
0.8312000000000002,0.588
3.5316,3.487
2.5172,2.895
2.3811,2.218
2.6482010000000002,2.356
1.8868000000000003,1.907
1.5423000000000002,1.521
1.5061,1.405
0.7684,0.753
1.3247000000000004,1.185
0.7142999999999999,0.704
1.5986000000000002,1.502
1.9164999999999999,1.948
2.276,2.276
1.5662,1.567
0.5874999999999999,0.475
1.4419,1.222
1.4734000000000003,1.463
3.4187000000000003,3.335
1.4181,1.455
2.8555,2.792
3.4405,3.602
0.8347,0.811
5.000009999999992,5.00001
2.1596,2.207
0.8841000000000001,0.863
3.4709000000000003,3.655
1.5629000000000002,1.486
2.3088,2.396
3.2014009999999997,2.829
1.0799999999999998,1.036
1.5702,1.625
4.592107,5.00001
2.092,2.198
1.8559,1.84
0.8985999999999998,0.813
1.0972,0.861
0.5800000000000001,0.591
2.2638999999999996,2.235
1.6006999999999998,1.536
2.618402,1.375
4.1881010000000005,4.224
3.6260000000000003,3.742
2.241799999999999,2.327
1.9197,1.958
2.3212,2.286
2.7215,2.743
2.1292,1.969
3.9356,4.273
4.983109,5.00001
0.7904,0.811
4.559507000000001,5.00001
4.675407,5.00001
3.3446,3.314
2.1903,2.318
3.2448,3.285
2.2649000000000004,1.756
1.4472,1.375
0.6397999999999999,0.579
1.3924999999999998,1.375
1.4318000000000002,1.625
2.5209,2.44
0.9117,0.734
2.7227999999999994,2.729
2.352,2.358
1.7254999999999998,1.783
1.9606000000000001,1.938
1.0142,1.078
3.7298,3.754
2.8049999999999997,2.735
2.1060000000000003,2.095
4.056,4.536
2.7567999999999997,3.197
4.209501000000001,4.112
1.3374,1.218
1.3878,1.356
1.2019,1.192
1.4027000000000003,1.598
1.6024,1.651
2.8120000000000003,2.89
3.1933000000000002,2.853
4.122501656862745,3.375
0.9978,1.103
0.9963999999999998,0.766
0.7717000000000002,0.674
3.4513000000000007,4.222
2.4947000000000004,2.731
1.5349,1.604
1.1701000000000001,1.143
2.1990000000000003,2.356
4.308608000000001,5.00001
2.0086,1.927
0.7276999999999999,0.723
1.4509000000000003,1.489
1.5417,1.532
3.3510999999999997,3.397
2.950501,2.698
1.0391999999999997,0.969
2.4698,2.275
0.9406000000000001,0.883
2.4347000000000003,2.333
2.7847000000000004,2.745
1.3563,1.368
2.9321010000000003,2.821
3.220700000000001,3.193
4.004,4.232
1.1778,0.996
3.7581,3.727
4.960109000000001,5.00001
1.0911,1.051
1.4862000000000002,1.396
0.49269999999999997,0.421
2.1469,2.536
1.7492999999999999,1.313
1.8092,1.433
1.5695000000000003,1.364
1.8599,1.762
1.6166,1.875
0.9303000000000001,0.846
3.1536,3.648
1.3068000000000002,1.313
1.6079999999999999,1.408
2.9747000000000003,3.259
1.3949000000000003,1.438
1.145,1.066
4.117901,4.627
3.9686020000000006,3.697
0.6641,0.593
0.8268000000000001,0.675
2.7489,2.585
2.2291999999999996,3.9
3.0059,2.925
0.873,0.873
1.3824,1.333
2.4548,2.341
3.4439000000000006,3.44
3.3251000000000004,3.349
0.5807000000000001,0.54
2.5478000000000005,2.367
4.735506000000001,5.00001
1.6332,1.606
2.8855999999999997,2.764
1.8453,1.152
1.5375010000000002,0.986
1.6286010000000002,1.181
1.5735000000000001,1.576
1.1564,1.194
2.0976,2.0
1.0529,1.074
1.7645000000000004,1.58
3.2739000000000003,3.0
4.482601833333333,4.25
1.0419,0.987
1.9012,1.734
0.8748000000000001,0.871
1.0630000000000002,1.102
1.9318000000000002,1.823
2.8602000000000003,2.937
0.9517000000000001,0.981
1.5524,1.503
2.4947000000000004,3.35
1.8747,1.713
1.4943999999999997,1.475
2.6590000000000003,2.784
1.5358,1.426
2.1773999999999996,1.692
2.2619,2.423
4.2612000000000005,4.743
2.0930999999999997,1.851
2.1673,1.953
3.7894008749999997,3.538
1.2356,1.375
2.6232020000000005,2.277
2.7640000000000002,2.765
1.2010999999999998,1.161
4.312202,4.374
4.944109000000002,5.00001
0.9681999999999998,0.928
5.000009999999992,5.00001
1.4418,1.468
1.7894,2.132
2.0967000000000002,1.909
2.6098999999999988,2.449
1.5202,1.5
0.7494000000000002,0.685
4.0232,4.401
1.1663000000000001,1.122
2.7001000000000004,2.676
0.5394,0.534
1.982,2.318
5.000009999999993,5.00001
3.6526000000000005,4.303
2.2598,2.238
0.7080999999999998,0.691
0.7216000000000001,0.703
2.097901,1.573
2.0881999999999996,1.833
2.5584,2.819
0.7929999999999999,0.656
4.794206,5.00001
1.298,1.733
2.6813,2.5
1.903,1.936
3.2083,3.238
2.5641000000000007,2.303
0.8026,0.875
0.5232,0.544
0.6886000000000001,0.679
1.9606999999999999,1.625
0.9861000000000001,0.75
2.1550999999999996,2.33
3.1028999999999995,3.4
2.981,2.985
2.0381,1.804
0.8334999999999997,0.754
2.9414999999999996,3.188
0.9742999999999998,1.016
2.6878,2.614
1.2383999999999997,1.158
1.935,2.167
4.115903,3.737
0.7618,0.616
2.5922,2.678
1.0473000000000001,0.993
2.8432000000000004,3.222
3.0246009999999997,3.119
1.6244999999999998,1.728
1.3789000000000002,1.352
0.6565,0.609
3.1871,3.145
1.3265,1.188
0.4835,0.501
0.9653,0.953
1.8949000000000003,1.821
3.3549999999999995,4.0
2.3875,2.5
1.6455999999999995,1.694
1.5160000000000005,1.681
3.6497000000000006,3.935
2.375,2.25
5.000009999999994,5.00001
1.6524,1.582
2.7701,2.747
0.9539,1.0
2.0009,2.033
1.2784,1.311
1.0669999999999997,1.001
1.2342000000000002,1.105
2.9580999999999995,2.47
1.923,1.959
2.5202,3.0
0.6201,0.691
2.0018000000000002,1.913
1.8158999999999998,1.444
4.641507,5.00001
0.8446999999999999,0.723
1.5227,1.554
1.2844,1.215
5.0000099999999925,5.00001
0.6106000000000001,0.615
1.4846000000000001,1.438
5.000009999999993,5.00001
2.3729,2.291
2.8672,2.25
1.5039000000000002,1.431
5.000009999999992,5.00001
1.9467000000000003,1.917
1.5684999999999998,1.513
2.1782999999999997,2.046
1.6945000000000001,1.58
1.6996999999999995,1.632
1.4358,1.46
1.8567,1.669
1.8612999999999995,2.183
0.8089000000000001,0.723
0.5577000000000001,0.538
1.4555,1.411
4.6839065,5.00001
1.2723,1.308
1.8363,1.788
1.6381000000000001,1.645
5.00001,5.00001
1.9697,1.96
4.930508999999999,5.00001
2.0427,1.731
2.2156000000000007,2.213
1.5476999999999999,1.139
2.4683,2.5
2.5416999999999996,1.912
3.3894999999999995,3.165
2.658,2.34
3.741601,3.796
1.6077000000000001,1.615
1.9396,1.702
2.0674,1.835
2.1450000000000005,2.683
1.6802,1.703
1.6583999999999999,1.745
1.5721999999999996,1.287
2.6047,2.27
1.9289010000000002,0.911
1.6024,1.57
0.8793,0.831
2.3683,3.5
1.5165000000000002,1.262
1.8256000000000001,1.714
2.1008,2.002
4.983509000000001,5.00001
2.6121010000000005,2.051
0.9650000000000001,0.934
1.1242,0.99
1.625,1.625
4.098000000000001,4.163
2.1172000000000004,2.146
2.2533,2.0
1.9784,1.406
1.5800999999999998,1.604
0.9353,1.192
0.5328999999999999,0.541
1.6711999999999996,1.7
2.3768000000000002,2.217
1.5904000000000003,1.589
3.6376000000000004,3.521
0.8701000000000001,0.75
3.5663000000000005,3.96
2.1507,2.221
2.4222999999999995,2.415
1.4891,1.583
1.5298,1.597
2.4635,2.348
2.2465,2.247
2.942201,1.985
1.45,1.125
0.6443999999999999,0.526
4.810703999999999,4.72
1.9854999999999996,2.146
2.1750999999999996,2.086
0.5216000000000001,0.514
1.3978,1.313
0.9936,0.655
1.5671,1.477
1.8725999999999998,1.65
2.8338000000000005,2.541
1.2315999999999998,0.991
1.5983999999999998,1.591
2.3967,2.241
3.4117000000000006,3.518
1.7029,1.702
0.6011999999999998,0.59
1.9380000000000002,1.948
2.01,1.839
0.8,0.697
1.6917000000000002,1.611
4.378900000000001,4.846
3.8853,4.573
3.8610999999999995,4.201
2.2352999999999996,2.383
2.5408,2.542
4.86870375,5.0
2.3577000000000004,2.625
2.0816999999999997,2.214
2.0574000000000003,2.128
2.0241,2.109
1.4164,1.406
1.4913000000000003,1.46
3.8207999999999998,4.0
2.6684,2.532
1.7227000000000001,1.646
4.304206066666667,5.00001
2.5792,2.265
2.7970000000000006,2.865
1.8538000000000003,1.781
1.5911,1.593
1.2038,1.113
4.252406000000001,5.00001
1.6194,1.621
1.4643000000000002,1.381
1.0920999999999998,0.994
3.5378999999999996,3.587
0.9561,0.819
2.1997999999999998,1.944
2.8321,2.974
1.8636,1.809
2.8240000000000007,2.917
2.8641999999999994,2.784
1.7015,1.652
0.7112,0.544
1.7144,1.7
0.9635999999999999,0.931
2.2744,2.113
1.8165999999999998,1.382
0.9148,0.761
2.4550999999999994,2.574
1.6058,1.382
2.6583999999999994,2.263
2.4042000000000003,2.289
1.2590000000000001,1.246
2.9796,3.011
1.2462,1.25
3.3439,3.153
2.9665000000000004,2.789
1.1294999999999997,1.036
1.8285,1.661
2.3396,2.383
2.8025,2.815
2.21,2.083
5.000009999999992,5.00001
0.8896000000000001,0.742
1.8804000000000003,1.867
3.4370999999999996,4.1
1.1910000000000003,1.137
1.1446999999999998,1.125
1.7607000000000004,1.773
1.7348,1.541
3.741801,3.656
2.1502,2.249
2.7709,3.136
4.852407000000001,5.00001
1.5511000000000001,1.495
1.4842999999999997,1.533
1.5667,1.75
3.2741,3.57
2.1094,2.239
1.5817999999999999,1.316
2.1376,2.203
3.0006,3.141
1.7587999999999997,1.607
4.2125010000000005,4.125
2.5032,2.55
2.727902,1.959
2.1237999999999997,1.894
2.1462999999999997,2.142
1.425,1.25
0.7948999999999999,0.8
2.1782999999999992,2.135
2.1067999999999993,2.179
4.2367,4.585
1.1609,1.292
2.7736000000000005,2.728
1.325,1.625
4.712008,5.00001
1.9725000000000001,2.042
4.500004999999997,4.0
2.1473,1.914
0.9147000000000001,0.901
1.1533,1.128
3.1140000000000003,3.114
1.3704,1.347
2.8039999999999994,2.804
1.636401,1.293
1.2676,1.235
1.9822000000000002,2.361
1.1205999999999998,1.357
0.7657999999999998,0.712
1.9643000000000002,2.019
2.3083,2.768
2.2091,1.836
3.3646000000000003,3.427
1.6535,1.613
1.8234000000000001,1.519
5.000009999999993,5.00001
0.7746000000000001,0.801
1.8106000000000002,1.993
0.4478,0.43
1.2145,1.353
0.5599000000000001,0.575
2.2603,2.313
0.9524999999999999,0.713
2.1609009999999995,1.88
2.5540000000000003,2.664
2.7333,2.674
2.4881,2.335
0.8266000000000002,0.778
1.8736000000000002,1.698
1.6974,1.752
2.1878,1.882
1.1551,1.125
2.7893000000000003,2.678
2.1114,2.037
1.1256,1.112
